Time (h)	GUR	mu
16.42	-0.483150959	0.014951514
16.43	-0.48274843	0.014884664
16.44	-0.48234589	0.01481793
16.45	-0.481943337	0.014751309
16.46	-0.48154077	0.014684803
16.47	-0.481138188	0.014618411
16.48	-0.480735589	0.014552133
16.49	-0.480332973	0.01448597
16.5	-0.479930338	0.01441992
16.51	-0.479527684	0.014353985
16.52	-0.479125008	0.014288164
16.53	-0.47872231	0.014222456
16.54	-0.478319589	0.014156863
16.55	-0.477916844	0.014091383
16.56	-0.477514072	0.014026017
16.57	-0.477111274	0.013960765
16.58	-0.476708448	0.013895627
16.59	-0.476305592	0.013830602
16.6	-0.475902706	0.013765691
16.61	-0.475499789	0.013700893
16.62	-0.475096839	0.013636209
16.63	-0.474693855	0.013571639
16.64	-0.474290836	0.013507182
16.65	-0.47388778	0.013442839
16.66	-0.473484688	0.013378608
16.67	-0.473081557	0.013314492
16.68	-0.472678386	0.013250488
16.69	-0.472275175	0.013186598
16.7	-0.471871921	0.013122821
16.71	-0.471468625	0.013059157
16.72	-0.471065284	0.012995606
16.73	-0.470661898	0.012932169
16.74	-0.470258465	0.012868844
16.75	-0.469854985	0.012805632
16.76	-0.469451456	0.012742534
16.77	-0.469047876	0.012679548
16.78	-0.468644246	0.012616675
16.79	-0.468240563	0.012553915
16.8	-0.467836827	0.012491268
16.81	-0.467433037	0.012428734
16.82	-0.467029191	0.012366312
16.83	-0.466625288	0.012304003
16.84	-0.466221327	0.012241807
16.85	-0.465817307	0.012179723
16.86	-0.465413227	0.012117752
16.87	-0.465009085	0.012055894
16.88	-0.464604881	0.011994148
16.89	-0.464200613	0.011932514
16.9	-0.463796281	0.011870993
16.91	-0.463391883	0.011809585
16.92	-0.462987418	0.011748288
16.93	-0.462582884	0.011687104
16.94	-0.462178282	0.011626033
16.95	-0.461773609	0.011565073
16.96	-0.461368865	0.011504226
16.97	-0.460964048	0.011443492
16.98	-0.460559157	0.011382869
16.99	-0.460154192	0.011322358
17	-0.459749151	0.01126196
17.01	-0.459344032	0.011201673
17.02	-0.458938836	0.011141499
17.03	-0.45853356	0.011081437
17.04	-0.458128204	0.011021487
17.05	-0.457722766	0.010961648
17.06	-0.457317245	0.010901922
17.07	-0.456911641	0.010842307
17.08	-0.456505953	0.010782804
17.09	-0.456100178	0.010723414
17.1	-0.455694316	0.010664135
17.11	-0.455288366	0.010604967
17.12	-0.454882327	0.010545912
17.13	-0.454476197	0.010486968
17.14	-0.454069976	0.010428136
17.15	-0.453663663	0.010369415
17.16	-0.453257256	0.010310806
17.17	-0.452850754	0.010252309
17.18	-0.452444156	0.010193923
17.19	-0.452037461	0.010135649
17.2	-0.451630669	0.010077487
17.21	-0.451223777	0.010019435
17.22	-0.450816785	0.009961496
17.23	-0.450409692	0.009903668
17.24	-0.450002496	0.009845951
17.25	-0.449595197	0.009788345
17.26	-0.449187794	0.009730851
17.27	-0.448780284	0.009673469
17.28	-0.448372668	0.009616197
17.29	-0.447964945	0.009559037
17.3	-0.447557112	0.009501988
17.31	-0.447149169	0.009445051
17.32	-0.446741116	0.009388224
17.33	-0.44633295	0.009331509
17.34	-0.445924671	0.009274905
17.35	-0.445516278	0.009218412
17.36	-0.445107769	0.00916203
17.37	-0.444699144	0.00910576
17.38	-0.444290402	0.0090496
17.39	-0.44388154	0.008993552
17.4	-0.44347256	0.008937614
17.41	-0.443063458	0.008881788
17.42	-0.442654235	0.008826072
17.43	-0.442244889	0.008770468
17.44	-0.441835419	0.008714974
17.45	-0.441425824	0.008659591
17.46	-0.441016103	0.00860432
17.47	-0.440606254	0.008549159
17.48	-0.440196278	0.008494109
17.49	-0.439786172	0.00843917
17.5	-0.439375937	0.008384341
17.51	-0.438965569	0.008329624
17.52	-0.43855507	0.008275017
17.53	-0.438144436	0.008220521
17.54	-0.437733669	0.008166136
17.55	-0.437322765	0.008111861
17.56	-0.436911726	0.008057698
17.57	-0.436500548	0.008003645
17.58	-0.436089232	0.007949702
17.59	-0.435677775	0.00789587
17.6	-0.435266178	0.007842149
17.61	-0.434854439	0.007788539
17.62	-0.434442558	0.007735039
17.63	-0.434030532	0.00768165
17.64	-0.433618361	0.007628371
17.65	-0.433206044	0.007575203
17.66	-0.43279358	0.007522146
17.67	-0.432380967	0.007469199
17.68	-0.431968206	0.007416362
17.69	-0.431555294	0.007363636
17.7	-0.431142231	0.007311021
17.71	-0.430729016	0.007258516
17.72	-0.430315647	0.007206121
17.73	-0.429902124	0.007153837
17.74	-0.429488445	0.007101663
17.75	-0.42907461	0.0070496
17.76	-0.428660617	0.006997647
17.77	-0.428246466	0.006945804
17.78	-0.427832156	0.006894072
17.79	-0.427417684	0.00684245
17.8	-0.427003051	0.006790939
17.81	-0.426588256	0.006739538
17.82	-0.426173297	0.006688247
17.83	-0.425758173	0.006637066
17.84	-0.425342883	0.006585996
17.85	-0.424927426	0.006535036
17.86	-0.424511802	0.006484187
17.87	-0.424096009	0.006433447
17.88	-0.423680046	0.006382818
17.89	-0.423263912	0.006332299
17.9	-0.422847606	0.006281891
17.91	-0.422431128	0.006231592
17.92	-0.422014475	0.006181404
17.93	-0.421597648	0.006131326
17.94	-0.421180645	0.006081358
17.95	-0.420763464	0.0060315
17.96	-0.420346106	0.005981753
17.97	-0.419928569	0.005932115
17.98	-0.419510852	0.005882588
17.99	-0.419092954	0.005833171
18	-0.418674873	0.005783864
18.01	-0.41825661	0.005734667
18.02	-0.417838163	0.005685581
18.03	-0.417419531	0.005636604
18.04	-0.417000712	0.005587737
18.05	-0.416581707	0.005538981
18.06	-0.416162514	0.005490335
18.07	-0.415743131	0.005441798
18.08	-0.415323559	0.005393372
18.09	-0.414903796	0.005345056
18.1	-0.41448384	0.00529685
18.11	-0.414063692	0.005248754
18.12	-0.413643349	0.005200768
18.13	-0.413222811	0.005152892
18.14	-0.412802078	0.005105126
18.15	-0.412381147	0.00505747
18.16	-0.411960018	0.005009924
18.17	-0.411538691	0.004962488
18.18	-0.411117163	0.004915162
18.19	-0.410695435	0.004867946
18.2	-0.410273504	0.00482084
18.21	-0.409851371	0.004773844
18.22	-0.409429033	0.004726958
18.23	-0.409006491	0.004680182
18.24	-0.408583742	0.004633515
18.25	-0.408160787	0.004586959
18.26	-0.407737624	0.004540513
18.27	-0.407314252	0.004494177
18.28	-0.406890671	0.00444795
18.29	-0.406466878	0.004401834
18.3	-0.406042874	0.004355828
18.31	-0.405618657	0.004309931
18.32	-0.405194226	0.004264145
18.33	-0.40476958	0.004218468
18.34	-0.404344719	0.004172901
18.35	-0.403919641	0.004127444
18.36	-0.403494345	0.004082098
18.37	-0.403068831	0.004036861
18.38	-0.402643097	0.003991734
18.39	-0.402217143	0.003946716
18.4	-0.401790967	0.003901809
18.41	-0.401364569	0.003857012
18.42	-0.400937947	0.003812325
18.43	-0.400511101	0.003767747
18.44	-0.40008403	0.003723279
18.45	-0.399656732	0.003678922
18.46	-0.399229206	0.003634674
18.47	-0.398801453	0.003590536
18.48	-0.39837347	0.003546508
18.49	-0.397945258	0.00350259
18.5	-0.397516814	0.003458781
18.51	-0.397088137	0.003415083
18.52	-0.396659228	0.003371495
18.53	-0.396230085	0.003328016
18.54	-0.395800707	0.003284647
18.55	-0.395371093	0.003241389
18.56	-0.394941242	0.00319824
18.57	-0.394511154	0.003155201
18.58	-0.394080826	0.003112272
18.59	-0.393650259	0.003069452
18.6	-0.393219451	0.003026743
18.61	-0.392788402	0.002984143
18.62	-0.39235711	0.002941654
18.63	-0.391925575	0.002899274
18.64	-0.391493795	0.002857004
18.65	-0.39106177	0.002814844
18.66	-0.390629498	0.002772794
18.67	-0.39019698	0.002730854
18.68	-0.389764213	0.002689024
18.69	-0.389331197	0.002647304
18.7	-0.388897931	0.002605693
18.71	-0.388464414	0.002564193
18.72	-0.388030645	0.002522802
18.73	-0.387596623	0.002481522
18.74	-0.387162347	0.002440351
18.75	-0.386727817	0.00239929
18.76	-0.386293031	0.002358339
18.77	-0.385857988	0.002317498
18.78	-0.385422688	0.002276767
18.79	-0.384987129	0.002236145
18.8	-0.384551311	0.002195634
18.81	-0.384115233	0.002155233
18.82	-0.383678894	0.002114941
18.83	-0.383242292	0.00207476
18.84	-0.382805427	0.002034688
18.85	-0.382368299	0.001994726
18.86	-0.381930905	0.001954875
18.87	-0.381493246	0.001915133
18.88	-0.38105532	0.001875501
18.89	-0.380617126	0.001835979
18.9	-0.380178664	0.001796567
18.91	-0.379739932	0.001757265
18.92	-0.37930093	0.001718073
18.93	-0.378861657	0.001678991
18.94	-0.378422111	0.001640019
18.95	-0.377982293	0.001601157
18.96	-0.3775422	0.001562404
18.97	-0.377101832	0.001523762
18.98	-0.376661189	0.00148523
18.99	-0.376220269	0.001446808
19	-0.375779071	0.001408496
19.01	-0.375337595	0.001370293
19.02	-0.374895839	0.001332201
19.03	-0.374453802	0.001294219
19.04	-0.374011485	0.001256347
19.05	-0.373568885	0.001218585
19.06	-0.373126003	0.001180932
19.07	-0.372682836	0.00114339
19.08	-0.372239385	0.001105958
19.09	-0.371795648	0.001068636
19.1	-0.371351624	0.001031424
19.11	-0.370907313	0.000994322
19.12	-0.370462713	0.00095733
19.13	-0.370017824	0.000920448
19.14	-0.369572645	0.000883677
19.15	-0.369127175	0.000847015
19.16	-0.368681413	0.000810463
19.17	-0.368235358	0.000774022
19.18	-0.36778901	0.00073769
19.19	-0.367342367	0.000701469
19.2	-0.366895428	0.000665357
19.21	-0.366448193	0.000629356
19.22	-0.366000661	0.000593465
19.23	-0.36555283	0.000557684
19.24	-0.365104701	0.000522013
19.25	-0.364656272	0.000486453
19.26	-0.364207542	0.000451002
19.27	-0.36375851	0.000415662
19.28	-0.363309176	0.000380432
19.29	-0.362859539	0.000345311
19.3	-0.362409597	0.000310301
19.31	-0.361959351	0.000275402
19.32	-0.361508798	0.000240612
19.33	-0.361057939	0.000205933
19.34	-0.360606772	0.000171363
19.35	-0.360155296	0.000136904
19.36	-0.359703511	0.000102556
19.37	-0.359251416	6.83169E-05
19.38	-0.358799009	3.41885E-05
19.39	-0.358346291	1.70314E-07
19.4	-0.357893259	-3.37376E-05
19.41	-0.357439914	-6.75354E-05
19.42	-0.356986255	-0.000101223
19.43	-0.35653228	-0.0001348
19.44	-0.356077989	-0.000168267
19.45	-0.355623381	-0.000201624
19.46	-0.355168454	-0.00023487
19.47	-0.354713209	-0.000268006
19.48	-0.354257645	-0.000301032
19.49	-0.353801759	-0.000333948
19.5	-0.353345553	-0.000366753
19.51	-0.352889024	-0.000399448
19.52	-0.352432172	-0.000432033
19.53	-0.351974997	-0.000464507
19.54	-0.351517496	-0.000496871
19.55	-0.35105967	-0.000529124
19.56	-0.350601518	-0.000561268
19.57	-0.350143039	-0.000593301
19.58	-0.349684231	-0.000625223
19.59	-0.349225095	-0.000657035
19.6	-0.348765629	-0.000688737
19.61	-0.348305832	-0.000720329
19.62	-0.347845704	-0.00075181
19.63	-0.347385243	-0.00078318
19.64	-0.34692445	-0.000814441
19.65	-0.346463323	-0.00084559
19.66	-0.346001861	-0.00087663
19.67	-0.345540064	-0.000907559
19.68	-0.34507793	-0.000938377
19.69	-0.344615459	-0.000969085
19.7	-0.34415265	-0.000999683
19.71	-0.343689502	-0.00103017
19.72	-0.343226015	-0.001060547
19.73	-0.342762187	-0.001090813
19.74	-0.342298018	-0.001120969
19.75	-0.341833507	-0.001151014
19.76	-0.341368653	-0.001180949
19.77	-0.340903456	-0.001210773
19.78	-0.340437914	-0.001240487
19.79	-0.339972026	-0.00127009
19.8	-0.339505793	-0.001299583
19.81	-0.339039213	-0.001328965
19.82	-0.338572285	-0.001358236
19.83	-0.338105008	-0.001387397
19.84	-0.337637382	-0.001416448
19.85	-0.337169406	-0.001445388
19.86	-0.336701079	-0.001474217
19.87	-0.336232401	-0.001502936
19.88	-0.33576337	-0.001531544
19.89	-0.335293985	-0.001560041
19.9	-0.334824247	-0.001588428
19.91	-0.334354153	-0.001616705
19.92	-0.333883704	-0.00164487
19.93	-0.333412899	-0.001672925
19.94	-0.332941736	-0.00170087
19.95	-0.332470215	-0.001728704
19.96	-0.331998336	-0.001756427
19.97	-0.331526097	-0.001784039
19.98	-0.331053497	-0.001811541
19.99	-0.330580536	-0.001838932
20	-0.330107214	-0.001866213
20.01	-0.329633528	-0.001893382
20.02	-0.329159479	-0.001920441
20.03	-0.328685066	-0.00194739
20.04	-0.328210288	-0.001974227
20.05	-0.327735144	-0.002000954
20.06	-0.327259633	-0.00202757
20.07	-0.326783755	-0.002054076
20.08	-0.326307509	-0.002080471
20.09	-0.325830894	-0.002106755
20.1	-0.32535391	-0.002132928
20.11	-0.324876555	-0.00215899
20.12	-0.324398828	-0.002184942
20.13	-0.32392073	-0.002210783
20.14	-0.323442259	-0.002236513
20.15	-0.322963415	-0.002262132
20.16	-0.322484196	-0.002287641
20.17	-0.322004603	-0.002313039
20.18	-0.321524634	-0.002338326
20.19	-0.321044288	-0.002363502
20.2	-0.320563565	-0.002388567
20.21	-0.320082464	-0.002413522
20.22	-0.319600984	-0.002438365
20.23	-0.319119125	-0.002463098
20.24	-0.318636886	-0.00248772
20.25	-0.318154266	-0.002512231
20.26	-0.317671264	-0.002536631
20.27	-0.317187879	-0.002560921
20.28	-0.316704112	-0.002585099
20.29	-0.31621996	-0.002609167
20.3	-0.315735424	-0.002633124
20.31	-0.315250503	-0.00265697
20.32	-0.314765195	-0.002680705
20.33	-0.314279501	-0.002704329
20.34	-0.313793419	-0.002727842
20.35	-0.313306948	-0.002751244
20.36	-0.312820089	-0.002774535
20.37	-0.31233284	-0.002797716
20.38	-0.3118452	-0.002820785
20.39	-0.31135717	-0.002843744
20.4	-0.310868747	-0.002866591
20.41	-0.310379932	-0.002889328
20.42	-0.309890723	-0.002911954
20.43	-0.30940112	-0.002934469
20.44	-0.308911123	-0.002956872
20.45	-0.30842073	-0.002979165
20.46	-0.30792994	-0.003001347
20.47	-0.307438754	-0.003023418
20.48	-0.306947171	-0.003045378
20.49	-0.306455189	-0.003067227
20.5	-0.305962807	-0.003088965
20.51	-0.305470027	-0.003110592
20.52	-0.304976845	-0.003132108
20.53	-0.304483263	-0.003153513
20.54	-0.303989279	-0.003174807
20.55	-0.303494892	-0.00319599
20.56	-0.303000102	-0.003217062
20.57	-0.302504908	-0.003238023
20.58	-0.30200931	-0.003258873
20.59	-0.301513306	-0.003279611
20.6	-0.301016896	-0.003300239
20.61	-0.30052008	-0.003320756
20.62	-0.300022856	-0.003341162
20.63	-0.299525224	-0.003361457
20.64	-0.299027184	-0.003381641
20.65	-0.298528734	-0.003401713
20.66	-0.298029874	-0.003421675
20.67	-0.297530603	-0.003441526
20.68	-0.297030921	-0.003461265
20.69	-0.296530827	-0.003480894
20.7	-0.29603032	-0.003500411
20.71	-0.295529399	-0.003519818
20.72	-0.295028065	-0.003539113
20.73	-0.294526315	-0.003558297
20.74	-0.294024151	-0.003577371
20.75	-0.29352157	-0.003596333
20.76	-0.293018572	-0.003615184
20.77	-0.292515157	-0.003633924
20.78	-0.292011324	-0.003652553
20.79	-0.291507072	-0.003671071
20.8	-0.291002401	-0.003689478
20.81	-0.29049731	-0.003707774
20.82	-0.289991798	-0.003725958
20.83	-0.289485864	-0.003744032
20.84	-0.288979509	-0.003761995
20.85	-0.288472731	-0.003779846
20.86	-0.28796553	-0.003797587
20.87	-0.287457905	-0.003815216
20.88	-0.286949855	-0.003832734
20.89	-0.28644138	-0.003850141
20.9	-0.285932479	-0.003867438
20.91	-0.285423152	-0.003884623
20.92	-0.284913398	-0.003901697
20.93	-0.284403216	-0.00391866
20.94	-0.283892606	-0.003935512
20.95	-0.283381566	-0.003952252
20.96	-0.282870097	-0.003968882
20.97	-0.282358198	-0.003985401
20.98	-0.281845868	-0.004001808
20.99	-0.281333106	-0.004018105
21	-0.280819913	-0.00403429
21.01	-0.280306286	-0.004050365
21.02	-0.279792227	-0.004066328
21.03	-0.279277733	-0.004082181
21.04	-0.278762805	-0.004097922
21.05	-0.278247442	-0.004113552
21.06	-0.277731642	-0.004129071
21.07	-0.277215407	-0.004144479
21.08	-0.276698735	-0.004159777
21.09	-0.276181624	-0.004174963
21.1	-0.275664076	-0.004190038
21.11	-0.275146089	-0.004205002
21.12	-0.274627663	-0.004219855
21.13	-0.274108797	-0.004234597
21.14	-0.27358949	-0.004249228
21.15	-0.273069742	-0.004263747
21.16	-0.272549552	-0.004278156
21.17	-0.27202892	-0.004292454
21.18	-0.271507845	-0.004306641
21.19	-0.270986326	-0.004320717
21.2	-0.270464363	-0.004334682
21.21	-0.269941956	-0.004348536
21.22	-0.269419104	-0.004362279
21.23	-0.268895805	-0.004375911
21.24	-0.268372061	-0.004389432
21.25	-0.267847869	-0.004402842
21.26	-0.26732323	-0.004416141
21.27	-0.266798143	-0.004429329
21.28	-0.266272607	-0.004442407
21.29	-0.265746622	-0.004455373
21.3	-0.265220187	-0.004468228
21.31	-0.264693302	-0.004480973
21.32	-0.264165966	-0.004493606
21.33	-0.263638178	-0.004506129
21.34	-0.263109939	-0.004518541
21.35	-0.262581247	-0.004530842
21.36	-0.262052102	-0.004543032
21.37	-0.261522503	-0.004555111
21.38	-0.26099245	-0.004567079
21.39	-0.260461942	-0.004578936
21.4	-0.259930979	-0.004590683
21.41	-0.25939956	-0.004602319
21.42	-0.258867685	-0.004613843
21.43	-0.258335353	-0.004625257
21.44	-0.257802564	-0.004636561
21.45	-0.257269316	-0.004647753
21.46	-0.25673561	-0.004658835
21.47	-0.256201445	-0.004669806
21.48	-0.255666821	-0.004680666
21.49	-0.255131736	-0.004691415
21.5	-0.254596191	-0.004702054
21.51	-0.254060185	-0.004712582
21.52	-0.253523717	-0.004722999
21.53	-0.252986788	-0.004733305
21.54	-0.252449395	-0.004743501
21.55	-0.251911539	-0.004753586
21.56	-0.25137322	-0.004763561
21.57	-0.250834437	-0.004773424
21.58	-0.250295189	-0.004783178
21.59	-0.249755475	-0.00479282
21.6	-0.249215296	-0.004802352
21.61	-0.248674651	-0.004811773
21.62	-0.24813354	-0.004821084
21.63	-0.247591961	-0.004830284
21.64	-0.247049914	-0.004839374
21.65	-0.246507399	-0.004848353
21.66	-0.245964416	-0.004857221
21.67	-0.245420964	-0.004865979
21.68	-0.244877042	-0.004874626
21.69	-0.24433265	-0.004883163
21.7	-0.243787787	-0.00489159
21.71	-0.243242454	-0.004899906
21.72	-0.242696649	-0.004908112
21.73	-0.242150372	-0.004916207
21.74	-0.241603622	-0.004924191
21.75	-0.2410564	-0.004932066
21.76	-0.240508705	-0.00493983
21.77	-0.239960535	-0.004947484
21.78	-0.239411891	-0.004955027
21.79	-0.238862773	-0.00496246
21.8	-0.238313179	-0.004969783
21.81	-0.23776311	-0.004976995
21.82	-0.237212565	-0.004984097
21.83	-0.236661543	-0.004991089
21.84	-0.236110044	-0.004997971
21.85	-0.235558067	-0.005004743
21.86	-0.235005613	-0.005011404
21.87	-0.234452681	-0.005017955
21.88	-0.233899269	-0.005024396
21.89	-0.233345379	-0.005030727
21.9	-0.232791009	-0.005036948
21.91	-0.232236158	-0.005043059
21.92	-0.231680828	-0.005049059
21.93	-0.231125016	-0.00505495
21.94	-0.230568723	-0.005060731
21.95	-0.230011949	-0.005066402
21.96	-0.229454692	-0.005071962
21.97	-0.228896953	-0.005077413
21.98	-0.22833873	-0.005082754
21.99	-0.227780025	-0.005087985
22	-0.227220835	-0.005093106
22.01	-0.226661161	-0.005098117
22.02	-0.226101003	-0.005103019
22.03	-0.225540359	-0.00510781
22.04	-0.22497923	-0.005112492
22.05	-0.224417616	-0.005117064
22.06	-0.223855515	-0.005121527
22.07	-0.223292927	-0.00512588
22.08	-0.222729852	-0.005130123
22.09	-0.22216629	-0.005134256
22.1	-0.221602241	-0.00513828
22.11	-0.221037703	-0.005142194
22.12	-0.220472676	-0.005145999
22.13	-0.219907161	-0.005149694
22.14	-0.219341156	-0.00515328
22.15	-0.218774662	-0.005156756
22.16	-0.218207677	-0.005160122
22.17	-0.217640202	-0.00516338
22.18	-0.217072236	-0.005166528
22.19	-0.21650378	-0.005169566
22.2	-0.215934831	-0.005172495
22.21	-0.215365391	-0.005175315
22.22	-0.214795459	-0.005178026
22.23	-0.214225034	-0.005180628
22.24	-0.213654116	-0.00518312
22.25	-0.213082705	-0.005185503
22.26	-0.2125108	-0.005187777
22.27	-0.211938401	-0.005189942
22.28	-0.211365508	-0.005191997
22.29	-0.21079212	-0.005193944
22.3	-0.210218237	-0.005195782
22.31	-0.209643859	-0.00519751
22.32	-0.209068986	-0.00519913
22.33	-0.208493616	-0.005200641
22.34	-0.20791775	-0.005202043
22.35	-0.207341387	-0.005203336
22.36	-0.206764528	-0.005204521
22.37	-0.206187171	-0.005205596
22.38	-0.205609316	-0.005206563
22.39	-0.205030964	-0.005207421
22.4	-0.204452113	-0.005208171
22.41	-0.203872764	-0.005208812
22.42	-0.203292916	-0.005209344
22.43	-0.202712569	-0.005209768
22.44	-0.202131723	-0.005210083
22.45	-0.201550377	-0.00521029
22.46	-0.20096853	-0.005210388
22.47	-0.200386184	-0.005210378
22.48	-0.199803336	-0.00521026
22.49	-0.199219988	-0.005210033
22.5	-0.198636139	-0.005209698
22.51	-0.198051788	-0.005209255
22.52	-0.197466936	-0.005208704
22.53	-0.196881581	-0.005208044
22.54	-0.196295724	-0.005207276
22.55	-0.195709365	-0.005206401
22.56	-0.195122503	-0.005205417
22.57	-0.194535137	-0.005204325
22.58	-0.193947269	-0.005203126
22.59	-0.193358896	-0.005201818
22.6	-0.19277002	-0.005200403
22.61	-0.192180639	-0.005198879
22.62	-0.191590754	-0.005197248
22.63	-0.191000365	-0.00519551
22.64	-0.190409471	-0.005193663
22.65	-0.189818071	-0.005191709
22.66	-0.189226166	-0.005189648
22.67	-0.188633755	-0.005187479
22.68	-0.188040839	-0.005185202
22.69	-0.187447416	-0.005182818
22.7	-0.186853487	-0.005180327
22.71	-0.186259052	-0.005177728
22.72	-0.185664109	-0.005175022
22.73	-0.18506866	-0.005172209
22.74	-0.184472703	-0.005169288
22.75	-0.183876239	-0.00516626
22.76	-0.183279268	-0.005163126
22.77	-0.182681788	-0.005159884
22.78	-0.1820838	-0.005156535
22.79	-0.181485304	-0.005153079
22.8	-0.180886299	-0.005149517
22.81	-0.180286786	-0.005145847
22.82	-0.179686764	-0.005142071
22.83	-0.179086233	-0.005138188
22.84	-0.178485192	-0.005134198
22.85	-0.177883642	-0.005130102
22.86	-0.177281582	-0.005125899
22.87	-0.176679012	-0.005121589
22.88	-0.176075932	-0.005117173
22.89	-0.175472342	-0.005112651
22.9	-0.174868242	-0.005108022
22.91	-0.174263631	-0.005103287
22.92	-0.173658509	-0.005098446
22.93	-0.173052876	-0.005093498
22.94	-0.172446732	-0.005088445
22.95	-0.171840077	-0.005083285
22.96	-0.171232911	-0.005078019
22.97	-0.170625233	-0.005072647
22.98	-0.170017043	-0.00506717
22.99	-0.169408341	-0.005061586
23	-0.168799127	-0.005055897
23.01	-0.168189401	-0.005050102
23.02	-0.167579163	-0.005044201
23.03	-0.166968412	-0.005038195
23.04	-0.166357149	-0.005032083
23.05	-0.165745373	-0.005025866
23.06	-0.165133084	-0.005019543
23.07	-0.164520282	-0.005013115
23.08	-0.163906967	-0.005006582
23.09	-0.163293138	-0.004999943
23.1	-0.162678796	-0.0049932
23.11	-0.162063941	-0.004986351
23.12	-0.161448572	-0.004979397
23.13	-0.16083269	-0.004972338
23.14	-0.160216293	-0.004965174
23.15	-0.159599383	-0.004957905
23.16	-0.158981959	-0.004950532
23.17	-0.15836402	-0.004943054
23.18	-0.157745567	-0.004935471
23.19	-0.1571266	-0.004927784
23.2	-0.156507119	-0.004919992
23.21	-0.155887123	-0.004912095
23.22	-0.155266612	-0.004904095
23.23	-0.154645587	-0.00489599
23.24	-0.154024047	-0.00488778
23.25	-0.153401992	-0.004879467
23.26	-0.152779422	-0.004871049
23.27	-0.152156337	-0.004862528
23.28	-0.151532738	-0.004853902
23.29	-0.150908623	-0.004845173
23.3	-0.150283992	-0.00483634
23.31	-0.149658847	-0.004827403
23.32	-0.149033186	-0.004818362
23.33	-0.148407011	-0.004809218
23.34	-0.147780319	-0.00479997
23.35	-0.147153112	-0.004790619
23.36	-0.14652539	-0.004781165
23.37	-0.145897152	-0.004771607
23.38	-0.145268399	-0.004761946
23.39	-0.14463913	-0.004752182
23.4	-0.144009345	-0.004742315
23.41	-0.143379045	-0.004732345
23.42	-0.142748229	-0.004722271
23.43	-0.142116897	-0.004712096
23.44	-0.14148505	-0.004701817
23.45	-0.140852687	-0.004691436
23.46	-0.140219808	-0.004680952
23.47	-0.139586413	-0.004670365
23.48	-0.138952502	-0.004659676
23.49	-0.138318076	-0.004648885
23.5	-0.137683134	-0.004637992
23.51	-0.137047676	-0.004626996
23.52	-0.136411702	-0.004615898
23.53	-0.135775213	-0.004604699
23.54	-0.135138208	-0.004593397
23.55	-0.134500687	-0.004581993
23.56	-0.13386265	-0.004570488
23.57	-0.133224097	-0.004558881
23.58	-0.132585029	-0.004547173
23.59	-0.131945445	-0.004535362
23.6	-0.131305346	-0.004523451
23.61	-0.130664731	-0.004511438
23.62	-0.1300236	-0.004499324
23.63	-0.129381954	-0.004487109
23.64	-0.128739792	-0.004474792
23.65	-0.128097115	-0.004462375
23.66	-0.127453922	-0.004449857
23.67	-0.126810214	-0.004437238
23.68	-0.126165991	-0.004424518
23.69	-0.125521253	-0.004411698
23.7	-0.124875999	-0.004398777
23.71	-0.12423023	-0.004385755
23.72	-0.123583946	-0.004372634
23.73	-0.122937147	-0.004359412
23.74	-0.122289833	-0.00434609
23.75	-0.121642005	-0.004332668
23.76	-0.120993661	-0.004319145
23.77	-0.120344803	-0.004305523
23.78	-0.11969543	-0.004291802
23.79	-0.119045543	-0.00427798
23.8	-0.118395141	-0.004264059
23.81	-0.117744225	-0.004250038
23.82	-0.117092794	-0.004235918
23.83	-0.11644085	-0.004221699
23.84	-0.115788391	-0.004207381
23.85	-0.115135419	-0.004192963
23.86	-0.114481933	-0.004178446
23.87	-0.113827933	-0.004163831
23.88	-0.113173419	-0.004149116
23.89	-0.112518392	-0.004134303
23.9	-0.111862851	-0.004119392
23.91	-0.111206798	-0.004104382
23.92	-0.110550231	-0.004089273
23.93	-0.109893151	-0.004074066
23.94	-0.109235558	-0.004058761
23.95	-0.108577453	-0.004043358
23.96	-0.107918835	-0.004027857
23.97	-0.107259705	-0.004012258
23.98	-0.106600062	-0.003996561
23.99	-0.105939907	-0.003980767
24	-0.105279241	-0.003964875
24.01	-0.104618062	-0.003948885
24.02	-0.103956372	-0.003932798
24.03	-0.10329417	-0.003916614
24.04	-0.102631457	-0.003900333
24.05	-0.101968233	-0.003883955
24.06	-0.101304498	-0.00386748
24.07	-0.100640252	-0.003850908
24.08	-0.099975495	-0.003834239
24.09	-0.099310228	-0.003817474
24.1	-0.098644451	-0.003800612
24.11	-0.097978163	-0.003783654
24.12	-0.097311366	-0.0037666
24.13	-0.096644059	-0.003749449
24.14	-0.095976242	-0.003732203
24.15	-0.095307916	-0.00371486
24.16	-0.094639082	-0.003697422
24.17	-0.093969738	-0.003679888
24.18	-0.093299885	-0.003662259
24.19	-0.092629524	-0.003644534
24.2	-0.091958655	-0.003626714
24.21	-0.091287278	-0.003608798
24.22	-0.090615393	-0.003590788
24.23	-0.089943	-0.003572682
24.24	-0.0892701	-0.003554482
24.25	-0.088596693	-0.003536187
24.26	-0.087922779	-0.003517797
24.27	-0.087248358	-0.003499313
24.28	-0.086573431	-0.003480734
24.29	-0.085897998	-0.003462061
24.3	-0.085222059	-0.003443294
24.31	-0.084545614	-0.003424433
24.32	-0.083868664	-0.003405479
24.33	-0.083191209	-0.00338643
24.34	-0.082513249	-0.003367288
24.35	-0.081834784	-0.003348052
